Date,Close,High,Low,Open,Volume,Stock_Type
,AAPL,AAPL,AAPL,AAPL,AAPL,
2022-01-03,179.07659912109375,179.9325878251871,174.84591282107223,174.96397401631208,104487900,AAPL
2022-01-04,176.80381774902344,179.99160489675614,176.23316366013424,179.68660349006143,99310400,AAPL
2022-01-05,172.10086059570312,177.26624778747964,171.82537447983776,176.71527555574892,94537600,AAPL
2022-01-06,169.22793579101562,172.47475384074252,168.8737371853569,169.91665113177746,96904000,AAPL
2022-01-07,169.39520263671875,171.33345412957252,168.2735761648073,170.10359988349114,86709100,AAPL
2022-01-10,169.41488647460938,169.71988792911856,165.45967096970128,166.35500847432905,106765600,AAPL
2022-01-11,172.25827026367188,172.3566495746992,168.06693328968436,169.5427580708883,76138300,AAPL
2022-01-12,172.7010040283203,174.32440518222646,172.002455415569,173.28149146998467,74805200,AAPL
2022-01-13,169.41488647460938,173.7734827671335,169.02132410357385,172.94702430726295,84505800,AAPL
2022-01-14,170.2806854248047,170.97923414208748,168.3325857331638,168.57855655164568,80440800,AAPL
2022-01-18,167.06336975097656,169.7592001008731,166.67965590489592,168.74580160961233,90956700,AAPL
2022-01-19,163.55091857910156,168.32275864245793,163.26559902458186,167.26016286506513,94815000,AAPL
2022-01-20,161.85861206054688,166.94528615891775,161.53392881858292,164.28880464896287,91420500,AAPL
2022-01-21,159.79248046875,163.64930096456078,159.684252711932,161.77008037475142,122848900,AAPL
2022-01-24,159.0151824951172,159.68423081265624,152.20671321566417,157.44097853613158,162294600,AAPL
2022-01-25,157.2048797607422,160.13684792706067,154.48936713148768,156.41777008167946,115798400,AAPL
2022-01-26,157.11630249023438,161.74055028867843,155.276445805436,160.86489488644725,108275300,AAPL
2022-01-27,156.65390014648438,161.19943618602957,155.72904744290105,159.83183900024744,121954600,AAPL
2022-01-28,167.5848388671875,167.60452073615352,160.17619905897428,163.03930297240717,179935700,AAPL
2022-01-31,171.96311950683594,172.17957503076116,166.77805038659238,167.41758353014143,115541600,AAPL
2022-02-01,171.79583740234375,172.0221263232155,169.53290315502977,171.20550150726515,86213900,AAPL
2022-02-02,173.0060272216797,173.04539095891812,170.53648566674534,171.93359808137038,84914300,AAPL
2022-02-03,170.1134033203125,173.39958469623934,169.34597560709165,171.66794061482483,89418100,AAPL
2022-02-04,169.82772827148438,171.5123187730984,168.14313776987035,169.1282745462075,82465400,AAPL
2022-02-07,169.10858154296875,171.3645381321525,168.40912782220335,170.29074266054957,77251200,AAPL
2022-02-08,172.23146057128906,172.74373589252258,168.88198658721637,169.17753061992778,74829200,AAPL
2022-02-09,173.65992736816406,174.02442320219117,172.30043366850177,173.43335009555227,71285000,AAPL
2022-02-10,169.56173706054688,172.87179722890681,169.00021691491136,171.55171755685703,90865900,AAPL
2022-02-11,166.13348388671875,170.50749406654586,165.54239574220313,169.7686414018993,98670700,AAPL
2022-02-14,166.36990356445312,167.059496301351,164.08437902845532,164.88233741200816,86185500,AAPL
2022-02-15,170.22181701660156,170.37944254557803,167.7195756300907,168.42887547848702,62527400,AAPL
2022-02-16,169.98533630371094,170.76358766300345,167.52249461583332,169.29574363750376,61177400,AAPL
2022-02-17,166.36990356445312,169.35486679359227,165.96599387855787,168.4879416203525,69589300,AAPL
2022-02-18,164.8134002685547,168.0052340857905,163.71989774879913,167.29594937351246,82772700,AAPL
2022-02-22,161.87767028808594,164.21243946447404,159.73991041394962,162.52784908789482,91162800,AAPL
2022-02-23,157.6908721923828,163.68049136917585,157.37562116623778,163.0795572535836,90009200,AAPL
2022-02-24,160.32118225097656,160.4295479097244,149.7408066830381,150.31218788079974,141147500,AAPL
2022-02-25,162.39979553222656,162.66577162560156,158.4789405339572,161.40479781703053,91974200,AAPL
2022-02-28,162.66578674316406,162.96133079526325,160.0157662949329,160.6364073011417,95056600,AAPL
2022-03-01,160.7743377685547,164.12381222056385,159.5626236003494,162.25204310655977,83474400,AAPL
2022-03-02,164.08438110351562,164.87249354079174,160.52803669540245,161.94663607610053,79724800,AAPL
2022-03-03,163.75927734375,166.39945164394126,163.08939157074246,165.96598906988046,76678400,AAPL
2022-03-04,160.74476623535156,163.0893965768349,159.6906776997061,162.04515399744983,83737200,AAPL
2022-03-07,156.9322967529297,162.56728050558442,156.67615156199417,160.93194979420673,96418800,AAPL
2022-03-08,155.09994506835938,160.4590918337938,153.4843212668971,156.4594387052954,131148300,AAPL
2022-03-09,160.52806091308594,160.98123051828424,157.04068276941686,159.07990841281742,91454900,AAPL
