Date,Close,High,Low,Open,Volume,Stock_Type
,MSFT,MSFT,MSFT,MSFT,MSFT,
2022-01-03,326.9408874511719,330.11507082448423,322.0868273772956,327.5268964966073,28865100,MSFT
2022-01-04,321.3346862792969,327.3802849952578,318.5120914559364,327.018891518666,32674300,MSFT
2022-01-05,308.9993896484375,318.4633405741462,308.6087269391346,318.25821806209746,40054300,MSFT
2022-01-06,306.55767822265625,311.2652423597231,304.22341885555613,305.8446972440516,39646100,MSFT
2022-01-07,306.71392822265625,309.1165317828751,302.85606385002586,306.8213477816513,32720000,MSFT
2022-01-10,306.9386291503906,307.3781433730519,297.58212662528814,302.2701392406077,44289500,MSFT
2022-01-11,307.632080078125,309.22403000180714,302.66082442252946,306.06939930920606,29386800,MSFT
2022-01-12,310.8453063964844,315.86541348615197,309.683064632321,312.21267068772806,34372200,MSFT
2022-01-13,297.68951416015625,313.3944113611824,296.9081887436189,312.9939723983694,45366000,MSFT
2022-01-14,302.96356201171875,303.5690936743276,296.6640178583902,297.15235369025584,39846400,MSFT
2022-01-18,295.58966064453125,302.5728567855996,294.70088589120945,296.9765474632313,42333200,MSFT
2022-01-19,296.2538146972656,306.5870180110822,295.6385365608335,299.1447843995909,45933900,MSFT
2022-01-20,294.5641784667969,304.3797167225259,294.1149178490092,301.85991695549956,35380700,MSFT
2022-01-21,289.1241149902344,297.0156090160846,288.7138997719171,295.6287519276371,57984400,MSFT
2022-01-24,289.4561767578125,290.1789042525294,269.61020135995415,285.3834726035273,85731500,MSFT
2022-01-25,281.7599792480469,288.10834462330445,278.51745220097985,284.719292992287,72848600,MSFT
2022-01-26,289.78826904296875,301.3032374182484,286.19412412598876,300.8051252837339,90428900,MSFT
2022-01-27,292.84521484375,300.13117678037247,290.9797684736385,295.5994359643745,53481300,MSFT
2022-01-28,301.0687561035156,301.2836250185874,287.58092552205414,293.2260854118687,49743700,MSFT
2022-01-31,303.7253112792969,305.0926454068191,299.2228402027273,301.74266934297754,46444500,MSFT
2022-02-01,301.5571594238281,303.38353070844994,298.01183643337185,303.1686617452206,40950400,MSFT
2022-02-02,306.1474609375,307.76873931482226,301.67431827671516,302.406821951705,36636000,MSFT
2022-02-03,294.22235107421875,303.9695454182652,292.96243622942956,302.2701163840492,43730000,MSFT
2022-02-04,298.8028869628906,301.5961532010385,292.9721568011501,293.2065484279459,35096500,MSFT
2022-02-07,293.9293212890625,300.6585729160162,292.9037982558625,299.0275480831982,28533300,MSFT
2022-02-08,297.455078125,298.43174965280883,292.9526366885132,294.2222977524048,32421200,MSFT
2022-02-09,303.9500427246094,304.6532476595514,300.2191788530584,302.6413060023455,31284700,MSFT
2022-02-10,295.32598876953125,301.90874638617726,293.68518749269765,296.94726734270773,45386200,MSFT
