Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_20,RSI,EMA_12,EMA_26,MACD,Signal_Line,20_SMA,Upper_Band,Lower_Band,Daily_Return
2024-12-04 00:00:00-05:00,433.0299987792969,439.6700134277344,432.6300048828125,0.5250842890630061,26009400,0.0,0.0,,437.4200134277344,,437.4200134277344,437.4200134277344,0.0,0.0,,,,
2024-12-05 00:00:00-05:00,437.9200134277344,444.6600036621094,436.1700134277344,0.6700112952447697,21697800,0.0,0.0,,437.91524977911087,,438.2200106107272,437.80519725658274,0.4148133541444281,0.0829626708288856,,,,0.011887845845700351
2024-12-06 00:00:00-05:00,442.2999877929688,446.1000061035156,441.7699890136719,0.6964887779021485,18821000,0.0,0.0,,438.4537981167402,,439.0430870281874,438.23222022455576,0.8108668036316544,0.2285434973894394,,,,0.00214633820774357
2024-12-09 00:00:00-05:00,442.6000061035156,448.3299865722656,440.5,0.764771424391606,19144400,0.0,0.0,,439.17438772597177,,440.1164565644158,438.8090919867125,1.3073645777033107,0.4443077134522137,,,,0.005523325853865169
2024-12-10 00:00:00-05:00,444.3900146484375,449.6199951171875,441.6000061035156,0.6897992372307602,18469500,0.0,0.0,,439.57015904466647,,440.6108457963927,439.1439730671239,1.4668727292688573,0.6488207166155424,,,,-0.0060311253030496115
2024-12-11 00:00:00-05:00,444.0499877929688,450.3500061035156,444.0499877929688,0.847547366881118,19200200,0.0,0.0,,440.4672858246387,,441.8999449406977,439.8733076721054,2.0266372685922533,0.9243840270108846,,,,0.012767021932965417
2024-12-12 00:00:00-05:00,449.1099853515625,456.1600036621094,449.1099853515625,0.8634338564755435,20834800,0.0,0.0,,441.33325837072965,,443.0784145742201,440.5908402562897,2.487574317930409,1.2370220851947895,,,,0.0012695323651228385
2024-12-13 00:00:00-05:00,448.4400024414063,451.4299926757813,445.5799865722656,0.79960976970629,20177800,0.0,0.0,,441.8986612891051,,443.72327218028965,441.0855920160958,2.6376801641938528,1.5171537009946023,,,,-0.005093888596312213
2024-12-16 00:00:00-05:00,447.2699890136719,452.1799926757813,445.2799987792969,0.9200112952447697,23598800,0.0,0.0,,442.8216455794656,,444.9335374353052,441.8636960399325,3.069841395372748,1.8276912398702316,,,,0.009658612091871577
2024-12-17 00:00:00-05:00,451.010009765625,455.2900085449219,449.5700073242188,1.0,22733500,0.0,0.0,,443.9300594723811,,446.3991457460395,442.79675495957287,3.6023907864666285,2.182631149189511,,,,0.006355311544678388
2024-12-18 00:00:00-05:00,451.3200073242188,452.6499938964844,437.0199890136719,0.5242482027972741,24444500,0.0,0.0,,443.307198060577,,445.0131255771776,442.39625567726654,2.61686989991108,2.269478899333825,,,,-0.037561011150808676
2024-12-19 00:00:00-05:00,441.6199951171875,443.1799926757813,436.3200073242188,0.5142143170629652,22963700,0.0,0.0,,442.7093695575979,,443.7849522236575,441.9987551663058,1.7861970573516146,2.172822530937383,,,,-0.0008231003385616997
2024-12-20 00:00:00-05:00,433.1099853515625,443.739990234375,428.6300048828125,0.5022301304056427,64263700,0.0,0.0,,442.12752541911385,,442.67957589748175,441.59884782832137,1.0807280691603864,1.954403638581984,,,,-0.0009838973914428895
2024-12-23 00:00:00-05:00,436.739990234375,437.6499938964844,432.8299865722656,0.4646045473566751,19152500,0.0,0.0,,441.4725229982459,47.6520084083505,441.5365642209461,441.12856280400126,0.4080014169448418,1.6451231942545557,,,,-0.0030920890623981068
2024-12-24 00:00:00-05:00,434.6499938964844,439.6000061035156,434.1900024414063,0.5783165322237682,7164500,0.0,0.0,,441.2684719100573,51.89896001097153,441.1970907365337,440.9953349349838,0.2017558015498934,1.3564497157136233,,,,0.009373892182115151
2024-12-26 00:00:00-05:00,439.0799865722656,440.9400024414063,436.6300048828125,0.5443142731748143,8194200,0.0,0.0,,440.9676636663911,45.13063052970505,440.7221514465381,440.7816053362119,-0.0594538896737617,1.0732689946361462,,,,-0.0027769586825197035
2024-12-27 00:00:00-05:00,434.6000061035156,435.2200012207031,426.3500061035156,0.3330549214266032,18117700,0.0,0.0,,439.9736003438107,37.68415615738871,439.1541279592702,440.0222270727367,-0.868099113466485,0.68499537301562,,,,-0.01730156085390988
2024-12-30 00:00:00-05:00,426.05999755859375,427.5499877929688,421.8999938964844,0.17419172657342408,13158700,0.0,0.0,,438.5313514131874,31.14433037843098,436.9504138997311,438.8968759245537,-1.9464620248226083,0.1587038934479743,,,,-0.013239523896575789
2024-12-31 00:00:00-05:00,426.1000061035156,426.7300109863281,420.6600036621094,0.08138274889514108,13246500,0.0,0.0,,436.9093179452648,30.79360220813497,434.5734271459263,437.6082184486608,-3.0347913027345044,-0.4799951457885215,,,,-0.007838398129881519
2025-01-02 00:00:00-05:00,425.5299987792969,426.0700073242188,414.8500061035156,0.0,16896500,0.0,0.0,439.19899597167966,435.1636673383125,21.889438231661657,432.1128978269016,436.1987197911501,-4.085821964248453,-1.2011605094805078,439.19899597167966,458.686653825854,419.7113381175053,-0.006927671240176458
2025-01-03 00:00:00-05:00,421.0799865722656,424.0299987792969,419.5400085449219,0.13294367006998264,16640200,0.0,0.0,438.4954956054688,434.0385567445223,27.51759511676937,430.7647606386884,435.2469632216957,-4.482202583007279,-1.8573689241858624,438.4954956054688,459.2295473672741,417.7614438436634,0.011395718104707964
