Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_20,RSI,EMA_12,EMA_26,MACD,Signal_Line,20_SMA,Upper_Band,Lower_Band,Daily_Return
2024-12-04 00:00:00-05:00,215.9600067138672,220.0,215.75,0.0,48745700,0.0,0.0,,218.16000366210935,,218.16000366210935,218.16000366210935,0.0,0.0,,,,
2024-12-05 00:00:00-05:00,218.02999877929688,222.1499938964844,217.3000030517578,0.1618145678670544,41140200,0.0,0.0,,218.3876226515997,,218.52769587590143,218.3370406539352,0.1906552219662387,0.0381310443932477,,,,0.010955259211262947
2024-12-06 00:00:00-05:00,220.75,227.1499938964844,220.6000061035156,0.600541754565759,44178100,0.0,0.0,,219.2107060923328,,219.83574247642383,218.98096347803607,0.8547789983877578,0.2014606351921498,,,,0.029381072944344444
2024-12-09 00:00:00-05:00,227.2100067138672,230.0800018310547,225.6699981689453,0.5368990233128041,46819400,0.0,0.0,,219.8658765919097,,220.797935378188,219.507558504692,1.2903768734959726,0.4192438828529144,,,,-0.004140432746599365
2024-12-10 00:00:00-05:00,226.08999633789065,229.05999755859372,224.1999969482422,0.46580871642185784,31199900,0.0,0.0,,220.3586496104072,,221.45055967171797,219.91736848850243,1.5331911832155072,0.642033342925433,,,,-0.004644181824783655
2024-12-11 00:00:00-05:00,226.41000366210935,231.1999969482422,226.25999450683597,0.8192281547079148,35385800,0.0,0.0,,221.30163483863848,,222.8058573386592,220.6834889343049,2.122368404354262,0.9381003552111988,,,,0.02319588240507131
2024-12-12 00:00:00-05:00,229.8300018310547,231.08999633789065,227.6300048828125,0.7318893432207325,28204100,0.0,0.0,,222.03195544645416,,223.75418716666596,221.2973046592233,2.4568825074426286,1.2418567856574847,,,,-0.0056023335225717785
2024-12-13 00:00:00-05:00,228.3999938964844,230.1999969482422,225.8600006103516,0.629655380457578,28768100,0.0,0.0,,222.5489127100173,,224.32431325085076,221.75380110771545,2.5705121431352893,1.5075878571530457,,,,-0.006594726378065796
2024-12-16 00:00:00-05:00,230.22999572753903,233.0,228.00999450683597,1.0,37552100,0.0,0.0,,223.537586992471,,225.64826393160928,222.5816671497944,3.0665967818148943,1.8193896420854156,,,,0.024048121869595374
2024-12-17 00:00:00-05:00,232.38999938964844,232.72999572753903,227.8500061035156,0.8794854364719438,35948100,0.0,0.0,,224.26257812618653,,226.49468392620545,223.2163580199196,3.2783259062858576,2.111176894925504,,,,-0.007641775792155969
2024-12-18 00:00:00-05:00,230.7700042724609,231.3999938964844,220.1100006103516,0.15978350479252335,43281400,0.0,0.0,,223.90614252106985,,225.575502441014,223.0166281127004,2.5588743283135784,2.2007163816031188,,,,-0.04598741035997567
2024-12-19 00:00:00-05:00,224.91000366210935,226.08999633789065,222.9199981689453,0.3473252159683309,39918700,0.0,0.0,,223.84746164155203,,225.2238856479553,223.0368773848065,2.18700826314884,2.197974757912263,,,,0.012561168873593376
2024-12-20 00:00:00-05:00,219.83999633789065,226.2100067138672,218.72999572753903,0.45768446412374075,88279200,0.0,0.0,,223.94960797749425,,225.1771337281077,223.17636781326124,2.0007659148464256,2.158532989299096,,,,0.00729994595290151
2024-12-23 00:00:00-05:00,225.00999450683597,226.8800048828125,223.8999938964844,0.4671631028362544,28070000,0.0,0.0,,224.0553593661704,58.35351214829932,225.15911277895168,223.31589594254515,1.8432168364065544,2.0954697587205877,,,,0.0006224408269079884
2024-12-24 00:00:00-05:00,226.94000244140625,229.13999938964844,226.1300048828125,0.7373058557841912,15007500,0.0,0.0,,224.53103971717871,62.02253073743912,225.75771128246032,223.74064461730163,2.017066665158694,2.0797891400082085,,,,0.017728630305015924
2024-12-26 00:00:00-05:00,228.5,228.5,226.6699981689453,0.6018961409801591,16146700,0.0,0.0,,224.77094098713863,57.238313253339605,225.9565254008138,223.9857822791132,1.9707431217006215,2.0579799363466917,,,,-0.00873171784917226
2024-12-27 00:00:00-05:00,225.6000061035156,226.02999877929688,220.8999938964844,0.37846990493467736,27367100,0.0,0.0,,224.67370851217305,46.06903034204289,225.6170599545348,223.9683169251048,1.6487430294299656,1.9761325549633464,,,,-0.014534256804240364
2024-12-30 00:00:00-05:00,220.05999755859372,223.0,218.42999267578125,0.2125932109185662,28321200,0.0,0.0,,224.35240323022876,44.45986914068912,224.9528973541076,223.7706640455976,1.18223330850995,1.817352705672667,,,,-0.010949707031249978
2024-12-31 00:00:00-05:00,222.97000122070312,223.22999572753903,218.94000244140625,0.08327668533812194,24819700,0.0,0.0,,223.87979334064968,43.59265334939159,224.09706689803693,223.44617036737915,0.650896530657775,1.5840614706696887,,,,-0.008630834323407832
2025-01-02 00:00:00-05:00,222.02999877929688,225.1499938964844,218.19000244140625,0.1394718409530924,33956600,0.0,0.0,225.1094993591309,223.53124171017856,37.355161491549815,223.50059525537017,223.2071948750328,0.2934003803373741,1.3259292526032258,225.1094993591309,233.50785252201496,216.7111461962468,0.003783225458606987
2025-01-03 00:00:00-05:00,222.50999450683597,225.3600006103516,221.6199951171875,0.4082602074866273,27485000,0.0,0.0,225.4109992980957,223.59398082743837,44.360545457033055,223.6066578993757,223.2799954355049,0.3266624638708038,1.1260758948567415,225.4109992980957,233.16729433272965,217.65470426346172,0.018027432561515733
