Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_20,RSI,EMA_12,EMA_26,MACD,Signal_Line,20_SMA,Upper_Band,Lower_Band,MA5,MA20,Price Change,Pct Change
2024-11-29 00:00:00-05:00,336.0799865722656,345.45001220703125,334.6499938964844,345.1600036621094,37167600,0.0,0.0,,345.1600036621094,,345.1600036621094,345.1600036621094,0.0,0.0,,,,345.1600036621094,345.1600036621094,0.0,0.0
2024-12-02 00:00:00-05:00,352.3800048828125,360.0,351.1499938964844,357.0899963378906,77986500,0.0,0.0,,346.2961934407552,,346.9953871506912,346.04370682327834,0.9516803274128164,0.1903360654825633,,,,357.0899963378906,357.0899963378906,11.92999267578125,3.4563659025395044
2024-12-03 00:00:00-05:00,351.79998779296875,355.69000244140625,348.20001220703125,351.4200134277344,58267200,0.0,0.0,,346.784176296658,,347.6760988856209,346.44195175694176,1.234147128679126,0.3990982781218759,,,,351.4200134277344,351.4200134277344,-5.66998291015625,-1.5878302299992542
2024-12-04 00:00:00-05:00,353.0,358.1000061035156,348.6000061035156,357.92999267578125,50810900,0.0,0.0,,347.8456826184792,,349.253621007184,347.29291775092986,1.9607032562541349,0.7114192737483278,,,,357.92999267578125,357.92999267578125,6.509979248046875,1.8524782309774723
2024-12-05 00:00:00-05:00,359.8699951171875,375.4299926757813,359.5,369.489990234375,81403600,0.0,0.0,,349.9070452485645,,352.366908580598,348.93714534229616,3.4297632383018595,1.255088066659034,,,,356.21799926757814,369.489990234375,11.55999755859375,3.2296811653515167
2024-12-06 00:00:00-05:00,377.4200134277344,389.489990234375,370.7999877929688,389.2200012207031,81455800,0.0,0.0,,353.65113629353004,,358.0366151406142,351.92106059254854,6.115554548065632,2.2271813629403536,,,,365.0299987792969,389.2200012207031,19.730010986328125,5.3397958017247005
2024-12-09 00:00:00-05:00,397.6099853515625,404.7999877929688,378.010009765625,389.7900085449219,96359200,0.0,0.0,,357.0929336508055,,362.9217525874307,354.7261678482799,8.195584739150831,3.4208620381824493,,,,371.57000122070315,389.7900085449219,0.57000732421875,0.14644862094215227
2024-12-10 00:00:00-05:00,392.6799926757813,409.7300109863281,390.8500061035156,400.989990234375,97563600,0.0,0.0,,361.27360570638353,,368.7784045331144,358.1531176546573,10.625286878457132,4.861747006237386,,,,381.48399658203124,400.989990234375,11.199981689453125,2.873337295448497
2024-12-11 00:00:00-05:00,409.7000122070313,424.8800048828125,402.3800048828125,424.7699890136719,104287600,0.0,0.0,,367.3208803070777,,377.3924944532002,363.087700718288,14.30479373491221,6.750356351972352,,,,394.85199584960935,424.7699890136719,23.779998779296875,5.930322291934931
2024-12-12 00:00:00-05:00,424.8399963378906,429.2999877929688,415.0,418.1000061035156,87752200,0.0,0.0,,372.15698752578606,,383.6551885532487,367.1626863023789,16.49250225086979,8.69878553175184,,,,404.5739990234375,418.1000061035156,-6.66998291015625,-1.5702575706076027
2024-12-13 00:00:00-05:00,420.0,436.2999877929688,415.7099914550781,436.2300109863281,89000200,0.0,0.0,,378.2591802363139,,391.7436227737225,372.2787844271159,19.46483834660654,10.85199609472278,,,,413.9760009765625,436.2300109863281,18.1300048828125,4.336284290396253
2024-12-16 00:00:00-05:00,441.0899963378906,463.1900024414063,436.1499938964844,463.0199890136719,114083800,0.0,0.0,,386.33163821510993,,402.70921757986855,379.0003551372312,23.708862442637383,13.4233693643057,,,,428.6219970703125,463.0199890136719,26.78997802734375,6.141250567967771
2024-12-17 00:00:00-05:00,475.8999938964844,483.989990234375,457.510009765625,479.8599853515625,131223000,0.0,0.0,,395.239099847153,,414.5785664678215,386.4714388568113,28.107127611010185,16.360121013646598,,,,444.39599609375,479.8599853515625,16.839996337890625,3.6369912179738284
2024-12-18 00:00:00-05:00,466.5,488.5400085449219,427.010009765625,440.1300048828125,149340800,0.0,0.0,,399.5144241362634,73.84863941433684,418.5095569932047,390.4461474513299,28.06340954187476,18.70077871929223,,,,447.46799926757814,440.1300048828125,-39.72998046875,-8.27949436951747
2024-12-19 00:00:00-05:00,451.8800048828125,456.3599853515625,420.0199890136719,436.1700134277344,118566100,0.0,0.0,,403.005432640213,72.40854414524134,421.2265502908246,393.8331004866191,27.39344980420549,20.439312936274884,,,,451.0820007324219,436.1700134277344,-3.959991455078125,-0.8997322180141931
